trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
619,False,"{'a': 0.99, 'e': 0.11224860404076051}",20,3,13.403559735992186,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.99, 'e': 0.11086289903921086}",25,12,26.05542651868029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.99, 'e': 0.10947719403766121}",25,16,17.835707523826034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.99, 'e': 0.10809148903611156}",25,6,27.58062255550326,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.99, 'e': 0.1067057840345619}",25,17,15.69414099890425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.99, 'e': 0.10532007903301226}",25,17,13.376015719645666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.99, 'e': 0.1039343740314626}",25,14,11.77897835526282,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.99, 'e': 0.10254866902991296}",25,14,19.99580759837517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.99, 'e': 0.1011629640283633}",25,15,5.871726613172932,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.99, 'e': 0.09977725902681366}",25,19,11.55606835532501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.99, 'e': 0.098391554025264}",30,16,26.3120249366091,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.99, 'e': 0.09700584902371436}",25,15,14.747377929456672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.99, 'e': 0.0956201440221647}",30,0,27.06496274383817,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
632,False,"{'a': 0.99, 'e': 0.09423443902061505}",20,12,16.11707280722193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.99, 'e': 0.0928487340190654}",20,3,25.091267627244136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.99, 'e': 0.09146302901751575}",20,0,28.602106054939505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'a': 0.99, 'e': 0.0900773240159661}",25,19,2.799799644055363,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.99, 'e': 0.08869161901441645}",20,0,27.448204577519068,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
637,False,"{'a': 0.99, 'e': 0.0873059140128668}",20,12,16.990592919270025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.99, 'e': 0.08592020901131715}",30,4,-12.507950630656843,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
639,False,"{'a': 0.99, 'e': 0.0845345040097675}",25,10,-17.702192588922337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
640,False,"{'a': 0.99, 'e': 0.08314879900821785}",30,13,34.746878777125836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.99, 'e': 0.0817630940066682}",20,12,-29.533848096640394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
642,False,"{'a': 0.99, 'e': 0.08037738900511855}",20,0,18.11036658343176,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.99, 'e': 0.0789916840035689}",25,12,25.13071494560699,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.99, 'e': 0.07760597900201925}",20,0,-10.893235840964282,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
645,False,"{'a': 0.99, 'e': 0.0762202740004696}",30,12,4.358921189035203,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
646,False,"{'a': 0.99, 'e': 0.07483456899891995}",20,8,21.192965281728725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.99, 'e': 0.0734488639973703}",25,14,19.00145959645272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.99, 'e': 0.07206315899582065}",25,18,14.706268634546586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.99, 'e': 0.070677453994271}",20,8,24.397885663186553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.99, 'e': 0.06929174899272135}",30,19,20.38616469858872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.99, 'e': 0.0679060439911717}",25,8,31.806750034860038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.99, 'e': 0.06652033898962205}",25,19,8.970299652148885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.99, 'e': 0.0651346339880724}",25,0,38.38070299414486,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.99, 'e': 0.06374892898652275}",35,14,13.912666904090365,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.99, 'e': 0.062363223984973105}",25,7,33.14490438880402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.99, 'e': 0.06097751898342346}",30,3,42.544215857544,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.99, 'e': 0.05959181398187382}",20,1,20.851706340729486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.99, 'e': 0.058206108980324175}",20,0,25.835996293154434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.99, 'e': 0.05682040397877453}",25,13,17.952585540920136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.99, 'e': 0.05543469897722489}",20,8,23.129541414986516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.99, 'e': 0.054048993975675245}",20,2,24.318587362947603,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.99, 'e': 0.0526632889741256}",25,13,19.551469244230102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.99, 'e': 0.05127758397257596}",20,7,12.283635948392243,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.99, 'e': 0.049891878971026316}",20,8,21.53286150045724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.99, 'e': 0.04850617396947667}",25,7,31.577103954147223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.99, 'e': 0.04712046896792703}",30,16,12.440752699292245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.99, 'e': 0.045734763966377386}",25,20,10.235857422199503,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.99, 'e': 0.04434905896482774}",20,12,18.36883754047638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.99, 'e': 0.0429633539632781}",25,10,-2.2825887002474334,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.99, 'e': 0.041577648961728456}",20,6,26.463284615770537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.99, 'e': 0.04019194396017881}",35,12,44.76273813539248,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.99, 'e': 0.03880623895862917}",20,11,15.300504980758097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.99, 'e': 0.037420533957079526}",20,2,30.745547071835126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.99, 'e': 0.03603482895552988}",20,12,15.01847602536254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.99, 'e': 0.03464912395398024}",25,8,25.959005257679628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.99, 'e': 0.033263418952430596}",20,12,14.29354132622242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.99, 'e': 0.03187771395088095}",25,8,30.601572489396553,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.99, 'e': 0.03049200894933131}",25,13,19.33917378507107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.99, 'e': 0.029106303947781666}",25,0,36.55556516994633,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.99, 'e': 0.027720598946232022}",35,10,-1.1719347521435055,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
681,False,"{'a': 0.99, 'e': 0.02633489394468238}",25,9,33.75564351759152,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.99, 'e': 0.024949188943132736}",20,0,29.71532873758086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.99, 'e': 0.023563483941583092}",35,27,12.645860271710372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.99, 'e': 0.02217777894003345}",20,14,12.92092619730446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.99, 'e': 0.020792073938483806}",25,9,29.847110415642394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.99, 'e': 0.019406368936934162}",25,14,21.828953427193426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.99, 'e': 0.01802066393538452}",30,17,24.74834985230961,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.99, 'e': 0.016634958933834876}",20,5,12.570182215686893,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.99, 'e': 0.015249253932285232}",25,7,30.129393964803995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.99, 'e': 0.01386354893073559}",25,2,33.260454009240526,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.99, 'e': 0.012477843929185946}",20,14,9.288961305756605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.99, 'e': 0.011092138927636302}",30,23,15.024051485809514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.99, 'e': 0.00970643392608666}",20,12,7.555167963858111,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.99, 'e': 0.008320728924537016}",25,18,12.938286339933079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.99, 'e': 0.006935023922987372}",20,0,25.198850925349994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
696,False,"{'a': 0.99, 'e': 0.0055493189214377275}",25,16,16.64058023824777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.99, 'e': 0.004163613919888083}",20,9,22.734925257000107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.99, 'e': 0.002777908918338439}",30,12,33.89911051566436,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.99, 'e': 0.001392203916788795}",25,11,23.815943996278897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.99, 'e': 6.498915239150707e-06}",20,6,26.253301062636947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.99, 'e': 0}",20,13,17.018987906771905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.99, 'e': 0}",20,8,18.989891793299133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.99, 'e': 0}",20,14,12.37783557880574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.99, 'e': 0}",25,11,26.587793228530217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.99, 'e': 0}",20,8,20.19541545674518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.99, 'e': 0}",25,17,18.351220668577685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.99, 'e': 0}",20,12,12.350023526978282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.99, 'e': 0}",25,18,15.574932694700795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.99, 'e': 0}",25,12,24.128663500749347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.99, 'e': 0}",30,17,23.822327318366764,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
